...1,IRS_audit,year,prices_adj,market_value,income_taxes,pretax_income,gross_income,net_sales_revenue,operating_profit_margin,employees,crnt_total_assets,DS_total_assets,turnover_value,turnover_volume,enterprise_value,total_capital
758,0,2012,NA,185472.3,2598000,13386000,29541000,50175000,25.43,53861,60454000,93798000,NA,1299377,190269372,74703000
759,0,2013,NA,309485.4,2282000,14496000,34001000,59825000,23.55,47756,72886000,110920000,NA,1050475,323675281,89545000
760,0,2014,NA,153034.4,3331000,17259000,40688000,66001000,25.57,53600,80685000,131133000,14519290,530168.6,300930074,107728000
761,1,2015,793.96,227517.1,3303000,19651000,46825000,74989000,25.82,61814,90114000,147210000,341282000,546108.3,466289617,122326000
762,0,2007,9.35,1128.25,-9130,44067,59819,222622,-6.48,871,449584,635799,NA,622847,945587,492529
763,0,2008,2.71,459.35,3807,-33366,-5251,192655,-13.27,742,73850,952720,NA,995112.3,842810,763106
764,0,2009,6.29,1499.58,-7680,60146,91598,312548,21.7,656,166463,1008308,NA,2404776,1598110,868766
765,0,2010,11.34,2907.13,-123532,-74549,175990,421813,36.19,686,432021,1282421,NA,2674073,2840883,966045
766,0,2011,5.23,1462.42,81978,233142,233308,477634,43.42,735,362744,1308062,NA,2459081,1226064,1146378
767,0,2012,5.63,1607.37,8879,23833,93778,321143,19.76,735,282898,1291925,NA,1350310,1497179,1149886
768,0,2013,2.97,1017.64,-9795,-34925,28496,382589,-1.95,1312,343635,2153339,NA,1465924,1396723,1831477
769,0,2014,2.74,1006.61,-5240,12584,65534,500781,4.31,1354,316359,2163141,493651.4,1614473,1339527,1909103
770,0,2015,1.93,729.76,56310,-30658,16553,443567,-7.45,1404,269533,2185336,3733603,1455623,1087811,1847966
771,1,2007,373.905,18735.2,890000,2341000,5077000,7800000,33.96,6200,1396000,30734000,NA,2238535,31762610,23080000
772,0,2008,147.557,9374.83,463000,1186000,8450000,11629000,36.84,7600,4292000,38444000,NA,5302751,21677979,30481000
773,1,2009,252.832,17313.22,-3483000,-9288000,5029000,7702000,29.3,8200,2446000,29914000,NA,4271169,29420750,24636000
774,1,2010,247.346,17099.87,1110000,2657000,6651000,9366000,28.71,10000,3266000,37179000,NA,3673692,31601140,27904000
775,0,2011,214.998,14985.11,1123000,2724000,7472000,10870000,16.24,12600,3177000,41835000,NA,3226297,29285591,28559000
776,1,2012,156.637,11006.69,-380000,-871000,7736000,12316000,13.81,12000,2948000,41611000,NA,5392134,28733997,30176000
777,0,2013,260.021,18283.54,548000,1668000,12579000,17377000,14,10800,3656000,41782000,NA,2993423,35225126,31044000
778,1,2014,20.01,13308.86,1144000,3280000,15379000,19933000,12.99,5500,7468000,40751000,2820966,2553140,23875367,29379000
779,0,2015,4.58,3046.02,-4463000,-19002000,6746000,12140000,-5.91,4400,2480000,17357000,59948930,5338513,15872110,12773000
780,0,2006,24.55,755.6,8250,-309524,443189,1498035,3.15,6000,655758,1490451,NA,46397.4,1275768,934247
781,0,2007,25.06,775.23,13300,14490,470612,1602237,5.07,5700,591085,1500042,NA,87381.4,1282755,1067385
782,0,2008,14.58,452.52,12950,51501,513656,1755694,5.16,6100,551058,1314473,NA,97839.1,929983,940649
783,0,2009,25.86,806.7,6100,47279,518919,1693136,5.41,5900,528464,1359501,NA,61249.5,1042010,973471
784,0,2010,30.72,962.07,12700,38041,532926,1722081,5.34,6300,526159,1280400,NA,55294.6,1169670,890501
785,0,2011,15.38,473.16,9700,5587,546284,1798050,5.37,6200,528770,1281054,NA,52925.2,715400,886965
786,0,2012,15.96,509.66,18243,9974,476564,1455461,2.13,6200,567949,1262294,NA,41177.4,714968,850364
787,0,2013,22.91,708.42,12660,-38340,402010,1352359,-1.8,5400,419539,1091693,NA,50476.7,757687,701993
788,0,2014,17.11,530.91,5550,-66006,370537,1270163,-2.99,5200,395342,963118,21867.7,43610.5,519174,584699
789,1,2004,204.477,11489.68,906300,2671600,4062700,54618600,5.45,19797,5264400,19391600,NA,1281632,15231304,11699200
790,0,2005,471.351,31915.1,1697000,5246000,6713000,82162000,6.67,22068,8276000,32728000,NA,2069632,36838990,20206000
791,0,2006,467.332,30932.24,2726000,8151000,9411000,91833000,8.72,21836,10760000,37753000,NA,3066088,34400537,23262000
792,1,2007,644.454,38833.25,2161000,6726000,8306000,95327000,7.26,21651,14792000,42722000,NA,2953305,41949299,24977000
793,0,2008,190.276,10748.6,1467000,336000,5654000,119114000,3.63,21765,9450000,34417000,NA,3388497,16675809,21884000
794,0,2009,153.463,9481.06,-97000,-449000,1446000,68144000,0.25,20920,10923000,35629000,NA,3358876,15911771,21888000
795,1,2010,213.295,13221.01,575000,1498000,6408000,82233000,2.33,20313,13518000,37621000,NA,2695972,15307132,22540000
796,1,2011,189.545,11614.33,1226000,3322000,9063000,125987000,3.24,21942,15974000,42785000,NA,3087449,18455896,23177000
797,0,2012,302.359,18322.17,1626000,3706000,10336000,139250000,3.56,NA,16460000,44477000,NA,2492012,24077484,24558000
798,1,2013,48.67,26260.49,1254000,3982000,9293000,138074000,3.05,NA,19277000,47260000,NA,2173683,29650701,26207000
799,0,2014,50.01,26067.45,1777000,5552000,11783000,130844000,5.1,NA,16614000,45550000,3336489,1925196,28570787,27024000
800,0,2015,71.09,34230.07,1870000,5971000,11782000,87804000,7.78,NA,14972000,44343000,101440500,1688691,37391615,28604000
801,1,2004,17.7,857.41,21592,57206,487671,1165980,13.72,1970,900342,3581159,NA,41639.2,1940658,1796659
802,0,2005,17.91,869.74,25861,71029,458106,1359607,10.95,1985,1770368,4834385,NA,48406.7,2043444,1900771
803,0,2006,25.31,1246.37,42090,115223,523445,1506311,13.27,1995,1032274,3950573,NA,85226.3,2391105,1980103
804,1,2007,21.57,1140.28,24334,58073,479733,1417757,9.93,2117,332185,3072336,NA,89329.2,2166740,1548858
805,1,2008,18.51,1007.52,45625,113553,528589,1676763,11.03,2127,482227,3515742,NA,98882.3,2152261,1919544
806,0,2009,22.21,1216.65,46323,131893,589843,1512565,13.27,2435,418923,3606959,NA,96491.9,2373010,2173143
807,1,2010,22.66,1282.2,51157,142752,644650,1558740,14.77,2499,579565,3940095,NA,73725.9,2474850,2324952
808,0,2011,26.03,1515.35,56632,157946,716132,1619780,14.55,2809,614556,4214531,NA,98851.6,2782170,2491860
809,1,2012,23.72,1417.6,41261,116006,727473,1547002,12.29,3179,505794,4313179,NA,72439.3,2769087,2583825
810,0,2013,28.15,1690.02,63230,175524,795730,1618505,15.1,3310,549679,4290502,NA,73866.3,3203026,2705559
811,0,2014,37.27,2319.66,72240,192106,664138,1472562,17.15,1874,395347,4611919,147614.1,93833.4,3832210,3026851
812,0,2015,36.06,2246.79,67449,185619,683618,1484776,17.05,1874,306046,4805409,2658439,81026.1,3922294,3059945
813,1,2007,130.867,593.14,29658,77899,NA,220748,35.1,1677,NA,476307,NA,182678.6,752733,398659
814,0,2008,102.967,472.03,28384,73746,NA,263275,27.99,2032,NA,657840,NA,133764.3,771682,543811
815,0,2009,153.333,712.62,28397,72703,NA,281091,25.86,2213,NA,794433,NA,98298.4,996337,643978
816,0,2010,255.767,1309.16,47004,120875,NA,372706,32.41,2473,NA,995908,NA,92742.3,1558964,794074
817,1,2011,226.933,1165.42,66319,167463,NA,458935,36.24,2641,NA,1071123,NA,77256.2,1369268,824816
818,0,2012,34.85,1765.02,80934,207033,NA,592801,34.92,3200,NA,1288956,NA,81139.1,2122424,1046338
819,0,2013,51.63,2568.57,106146,283065,720735,735135,39.37,3543,NA,1599871,NA,65606,2923322,1311256
820,0,2014,58.9,2949.68,124508,301013,737428,879169,34.9,3900,NA,2772625,205818.9,111878.4,4342495,2227437
821,0,2015,36.98,1782.67,89391,257522,766508,937118,26.68,3799,NA,2983638,6791694,134058,3339882,2420068
822,0,2004,184.359,1048.45,9581,-51813,437884,2216905,-2.87,4989,1330408,1874357,NA,65831.1,660201,1155738
823,0,2005,13.967,848.7,11898,-29333,513540,2468522,-3.31,5951,1263510,1977590,NA,67011.4,670415,1291928
824,1,2006,155.877,741.32,2576,-204087,416020,2226422,-5.6,3000,1243171,1762839,NA,81263.4,959634,969071
825,0,2007,9.796,418.48,3605,-125661,317681,2012739,-9.14,2360,803137,1367311,NA,85116.1,411313,747373
826,1,2008,0.429,18.63,9923,-210889,340459,1877990,-8.82,1850,575983,1000675,NA,94510.1,-40639,459485
827,1,2009,19.068,74.92,-4521,-109581,315771,1538610,0.32,1400,376620,559620,NA,89784.1,-63598,228460
828,0,2010,102.766,404.29,5275,27528,256894,1401449,1.89,1200,381114,517795,NA,182940.6,226584,220020
829,0,2011,63.633,190.52,-5538,19533,264970,1555477,1.06,1370,434434,566371,NA,80559.1,309271,233354
830,0,2012,66.532,200.05,-42756,-6986,220709,1506836,0.55,1280,288658,419370,NA,32017.7,98455,132441
831,0,2013,151.247,387.31,15872,33950,250134,1620617,1.51,1320,290304,415407,NA,40294.4,311933,95760
832,0,2014,170.069,439.59,3982,24992,267957,1651541,1.73,1570,338865,464683,8981.8,27654.2,150256,107517
833,0,2015,100.218,260.59,6088,92203,249996,1596777,1.44,1250,341188,473201,236375.6,35460.6,162839,134940
834,1,2006,17.14,88822.69,1429000,4837000,10562000,14380000,34.48,56133,11974000,29013000,NA,11007200,72688040,20747000
835,0,2007,22.97,117987.3,1712000,6057000,12927000,17996000,34.08,74674,12883000,34525000,NA,8421626,99546660,23154000
836,1,2008,17.22,86895,2313000,7894000,16237000,22430000,35.71,84233,18103000,46908000,NA,10623390,117819000,33260000
837,1,2009,25.01,125330.6,2241000,7918000,16745000,23252000,36.79,86000,18581000,47271000,NA,8464533,95661950,34327000
838,1,2010,31.5,159151.1,2108000,8338000,19083000,26820000,36.68,105000,27004000,60311000,NA,7957844,110023820,42709000
839,1,2011,25.8,129666.4,2864000,11508000,24796000,35622000,35.73,108000,39174000,72459000,NA,7900262,160969960,55017000
840,0,2012,33.02,156326.3,2981000,13081000,26833000,37121000,37.87,115000,40023000,77732000,NA,6696916,116032350,57611000
841,1,2013,37.98,170811.5,2973000,13898000,27682000,37180000,38.82,120000,41692000,81046000,NA,5801634,143716880,63639000
842,1,2014,45.61,200290.1,2749000,13704000,28739000,38275000,39.15,122000,48138000,89507000,1778136,3823433,173494280,70114000
843,0,2015,37.04,155613.1,2896000,12834000,28545000,38226000,37.38,132000,63183000,110108000,81126220,3754726,175921070,88076000
844,1,2008,7.64,568.64,118100,190400,1206000,7138300,8.15,14000,2152400,6081500,NA,371498.3,3665084,4072400
845,0,2009,37.52,3357.2,-19700,-1191500,717400,5295200,3.93,12300,2143200,4768000,NA,529066.4,4276005,2539500
846,0,2010,35.24,3197.73,414300,1211500,2019100,9842400,14.43,12400,2215900,4708600,NA,336031.6,3456415,2413200
847,1,2011,21.34,1950.94,143600,416500,1166000,7584700,6.77,13100,2454600,4826900,NA,373803.1,2068325,2616600
848,0,2012,28.57,2557.21,57400,286700,1042500,8180900,4.53,13200,2694500,4947800,NA,213727.4,2925330,2808500
849,1,2013,49.9,4226.13,131700,445000,1137500,7665100,6.75,11900,2553400,4765700,NA,214127.8,4459763,2997800
850,0,2014,49.28,3850.17,125000,431900,1127400,6808200,7.39,12000,2384300,4586700,69524.1,177088.1,4102973,2860000
851,0,2015,39.84,2980.42,99200,326100,986000,6098100,6.54,13300,2429300,4613000,5428635,258464.1,3796082,2766100
852,0,2007,50.74,42157.06,1776000,4625000,19813000,63367000,8.32,366000,18906000,44560000,NA,2040772,62303987,30433000
853,0,2008,32.39,24382.54,1322000,3536000,17356000,64948000,6.78,351000,17488000,44106000,NA,3188203,42354240,31202000
854,0,2009,48.58,36547.34,1384000,3872000,19272000,65357000,7.28,351000,18424000,44533000,NA,2588898,53486921,30268000
855,0,2010,59.89,42407,1575000,4495000,18755000,67390000,7.84,355000,17213000,43705000,NA,1516078,53033477,30942000
856,1,2011,51.68,34708.11,1527000,4456000,19471000,69865000,7.68,365000,16449000,46630000,NA,1831524,51107111,29518000
857,0,2012,58.57,38117.02,1610000,4609000,20591000,73301000,7.11,361000,16388000,47957000,NA,1247438,56911754,31212000
858,0,2013,62.15,39284.24,1132000,3103000,19213000,72596000,5.29,366000,11573000,44084000,NA,1186353,48936197,28853000
859,0,2014,75.53,48109.89,1204000,3653000,19211000,72618000,6.25,347000,14087000,41404000,740904.1,1369676,57712152,26702000
860,1,2015,74.44,45858.86,1602000,4923000,19575000,73785000,6.65,341000,14130000,40262000,55255630,1267409,52327244,24902000
861,1,2006,32.13,5867.54,112430,549719,748814,3381549,7.17,7253,914496,5155336,NA,580555.8,6332732,1694555
862,0,2007,71.76,13020.55,136137,422406,774255,3378560,5.78,7728,683155,5833279,NA,698558.2,13913672,1866462
863,0,2008,27.85,5046.24,239934,714455,954374,4269335,8.87,8176,983814,7036915,NA,1320414,6282214,2142697
864,1,2009,51.08,9236.91,221203,772638,924712,4120788,8.64,8012,941036,7300104,NA,963263.5,10033307,2447387
865,0,2010,48.69,10996.36,109287,446485,1131593,5012799,10.52,8630,1115006,11585764,NA,1109959,14624783,6122151
866,0,2011,36.15,8199.59,155456,763290,1549338,5732086,13.92,9157,1897977,12017976,NA,949284.3,11001965,6788308
867,1,2012,31.76,7234.3,109201,470226,791777,5020024,6.12,8896,1539094,12226324,NA,968041.6,10422554,7128331
868,0,2013,38.39,8789.06,-33189,46075,337345,3120722,2.77,4633,1445592,11393667,NA,617690.8,11720761,8169848
869,0,2014,35.02,8060.89,14347,183124,1150428,3476100,7.23,3834,1166350,11759530,312331.9,625962.9,11051616,8605336
870,0,2015,8.24,1887.4,-134425,-498900,507664,2500981,-0.66,3114,804763,10929902,12314060,1545274,5741779,7603981
871,0,2004,22.235,2429.97,101137,291359,2175703,3938320,8.5,37000,808925,3022843,NA,280000.7,3592503,2259358
872,0,2005,23.525,2394.09,62301,197789,2154006,3935480,7.98,35000,608298,2858709,NA,371359.1,3317383,2002631
873,0,2006,27.715,2803.32,152878,458710,2230019,4191300,7.71,36300,728506,3277042,NA,292064.3,3968638,2397888
874,0,2007,26.09,2609.42,104550,318430,2528048,4751005,7.79,39900,774847,3608657,NA,237060.6,3897005,2736169
875,1,2008,17.85,1677.01,123378,357012,2695601,5022417,8.17,39500,789417,3742462,NA,326734.9,3078269,2761246
876,0,2009,31.2,2840.44,170475,474722,NA,5202379,10.01,39900,796197,3964463,NA,194087.6,4144175,2945975
877,0,2010,42.85,3852.6,152302,428097,NA,5568185,10.16,49700,1331116,7527936,NA,338932.2,8374137,6147634
878,0,2011,38.16,3404.34,247466,696336,NA,7500198,11.96,46500,1364905,7665245,NA,305255.1,7635943,6216812
879,0,2012,47.38,4258.71,274616,763663,6652710,6961400,13.61,46000,1407496,8200843,NA,223427.3,8711983,6727683
880,0,2013,80.15,7292.02,315309,869332,6946466,7283822,13.1,47000,1432329,8311723,NA,191164.2,11548952,6728098
881,0,2014,111.63,10234.35,324671,929667,7689702,8065326,13.29,68700,1615138,8974443,691471.4,226041.3,14524303,7240847
882,0,2015,121.4,11143.8,395203,1145901,8644833,9043451,13.75,72600,1718304,9634113,23513490,192730.1,15436266,7938973
883,0,2013,68.95,48678.21,1261000,3798000,12606000,24598000,21.94,27948,10516000,114779000,NA,749885.4,88113060,79560000
884,1,2014,86.83,61414.03,1669000,4004000,12392000,23925000,22.25,28344,11575000,120709000,765723.4,783842.3,99549780,78112000
885,1,2015,72.37,49814.45,1326000,4068000,12458000,23459000,23.24,29188,8322000,121156000,36279460,877299.9,91485320,77266000
886,0,2007,163.511,8729.23,3000,574000,1241000,5426000,9.68,243,NA,11812000,NA,1208655,14293104,11021000
887,0,2008,66.344,3542.88,-3000,430000,1046000,5288000,7.22,215,NA,11951000,NA,2480449,9656521,11328000
888,0,2009,11.89,7506.14,-39000,-255000,374000,4158000,-6.76,186,NA,12555000,NA,3829100,11945321,11383000
889,0,2010,17.78,11840.32,-31000,-158000,499000,4437000,-3.7,203,NA,12411000,NA,2495918,16615972,11808000
890,0,2011,14.75,10416.95,-1000,-17000,622000,4998000,-0.74,219,NA,13068000,NA,2207334,15499327,12224000
891,0,2012,15.38,11146.66,31000,42000,746000,5286000,1.68,233,NA,12994000,NA,1907020,16504482,12150000
892,0,2013,19.35,14634.06,21000,248000,855000,5166000,9.91,242,987000,12814000,NA,1683169,18763312,12211000
893,1,2014,30.46,25396.47,1277000,3386000,NA,12242000,23.7,11000,NA,75707000,53902.7,227002.7,40437550,35334000
894,1,2015,30.69,25590.12,1317000,3531000,NA,13228000,23.73,12000,NA,84135000,31425410,1119401,37374858,36106000
895,1,2005,30.42,16786.85,-90000,1247000,3082000,13074000,13.81,50000,3451000,21135000,NA,481904.2,24762879,14567000
896,1,2006,36.77,19672.42,325000,1554000,3442000,13363000,15.37,48000,3182000,20600000,NA,596220.9,27417557,13992000
897,1,2007,33.22,16887.24,540000,1784000,3649000,13310000,16.66,47400,2480000,20175000,NA,779804.4,24637267,14110000
898,1,2008,30.83,15124.29,669000,1801000,2831000,13388000,16.48,45900,2335000,20227000,NA,989000.1,24390798,13676000
899,1,2009,34.1,16697.12,413000,1475000,3384000,11791000,17.13,43400,3010000,21154000,NA,844713.5,24461041,14715000
900,1,2010,36.8,17509.46,629000,1652000,3497000,12515000,16.27,42800,2482000,21476000,NA,650867.3,26212974,15265000
901,1,2011,32.78,15089.61,511000,1551000,3608000,13378000,15.38,44300,2379000,22569000,NA,1032364,24877026,15515000
902,1,2012,33.46,15522.05,443000,1349000,3473000,13649000,14.66,43500,2423000,23097000,NA,818397.1,25704790,15848000
903,1,2013,44.91,21071.14,364000,528000,4719000,13983000,14.8,42700,2499000,22603000,NA,547165.8,31120075,15502000
904,1,2010,7.76,11795.79,2000,-1063000,4742000,7806000,13.36,25000,3615000,22128000,NA,5967311,16682305,16230000
905,0,2011,5.33,7896.42,201000,642000,4673000,7622000,14.73,24000,3105000,21259000,NA,4904111,11664957,15610000
906,0,2012,5.58,7661.24,-39000,-4107000,4513000,7249000,13.17,24000,3022000,17100000,NA,3421870,11759228,11122000
907,1,2013,12.06,16102.76,-102000,-223000,4419000,7143000,12.7,23000,3011000,16529000,NA,4299789,19771999,10776000
908,0,2014,13.23,17549.45,-390000,-509000,4750000,7380000,14.3,24000,3606000,17003000,327763.8,3033344,20982739,10316000
909,0,2015,18.74,25208.96,-411000,-650000,4770000,7477000,14,25000,3471000,18093000,21513280,2561395,30019180,11994000
910,1,2007,329.509,62092.82,2336000,6809000,18456000,46482000,18.78,86400,12451000,133830000,NA,3167725,99556430,100162000
911,0,2008,190.977,34618.75,-3247000,-18657000,18980000,46984000,18.62,87000,16602000,113896000,NA,3467355,72815280,83623000
912,1,2009,282.339,34385.13,1194000,3346000,11078000,25785000,19.17,31000,13007000,65730000,NA,3726404,44576980,49083000
913,0,2010,306.786,35497.5,1348000,3913000,11601000,26888000,20.44,31000,13138000,66524000,NA,2141454,48142830,49468000
914,0,2011,348.778,36412.13,1484000,4406000,12394000,28974000,20.55,34000,13432000,67801000,NA,2198923,51110360,49455000
915,0,2012,449.921,44435.99,1526000,4588000,12547000,28729000,21.63,34000,13288000,68304000,NA,1784100,61529560,49000000
916,0,2013,667.644,63004.83,1749000,5455000,13314000,29795000,22.99,34000,12844000,67994000,NA,1336768,80702400,50003000
917,1,2014,86.32,72378.06,785000,4832000,11282000,27359000,22.27,25600,13180000,63259000,864858.9,1522188,90945440,45852000
918,0,2015,64.84,51838.28,1651000,5569000,11775000,28118000,24.76,24800,12513000,63848000,51948180,1213381,72999650,47242000
919,1,2004,67.86,15322.04,365908,1377684,4480929,10123724,16.88,14400,3108118,27564364,NA,273015.2,22019991,15842334
920,1,2005,68.86,15547.82,559284,1526851,4389955,10106247,17.73,14100,4056294,30116048,NA,281241.5,23397941,17202169
921,0,2006,92.32,19097.4,443044,1482398,4592489,10932158,16.51,13800,3325434,31082731,NA,279761,27395531,17539420
922,1,2007,120.74,23626.63,514417,1646090,5417932,11484398,17.91,14300,3958247,33643002,NA,375355.9,33242874,18122406
923,0,2008,81.71,15470.14,602998,1835248,5772173,13093756,17.44,14669,5160389,36616818,NA,471520.9,26411185,19795003
924,1,2009,83.26,15730.49,632740,1891583,5394531,10423650,19.63,15000,4534161,37364597,NA,374690.4,25885681,19984674
925,0,2010,71.08,12859.44,617239,1887544,5858562,11267577,18.62,15000,4339083,38630753,NA,379676.9,23235142,20166373
926,0,2007,85.39,3394.51,92894,244486,510907,869508,27.84,6600,349823,540953,NA,119074.9,3224062,220558
927,0,2008,91.45,3538.38,126793,329765,631564,1015333,32.29,8580,431045,623859,NA,380875.6,3451927,337851
928,0,2009,96.62,3569.63,191094,491357,869359,1319194,37.05,9800,390962,610289,NA,309102,3277321,306585
929,0,2010,63.74,2034.39,239969,614135,1058674,1596529,38.43,11100,414097,652966,NA,278481.9,1747082,278070
930,0,2011,57.56,1534.72,200401,508153,946884,1499949,33.81,10000,456288,695551,NA,187784.2,1255190,318799
931,1,2012,17.45,407.01,89949,230414,747986,1287209,19.77,9800,384965,616118,NA,116893.9,296804,266954
932,0,2013,34.89,815.38,-10212,-37236,585958,1072311,14.83,9500,434616,738527,NA,158168.3,842588,186987
933,0,2014,10.04,235.42,20397,49650,501001,961783,10.16,8900,291414,681119,12790.8,221478.7,376935,373571
934,0,2015,3.81,90.2,16102,39400,459216,849826,13,8400,243098,592197,257089.8,177144.6,186038,283565
